	title	page_length	last_touched	lastrevid
6481	ZNF238	6357	2022-03-11T23:05:20Z	1046195111
6482	HMGN4	2849	2022-03-11T23:23:42Z	1041639981
6483	TADA3L	9948	2022-03-11T23:04:58Z	1032227605
6484	TRIM38	1727	2022-03-16T10:34:00Z	1045675198
6485	Tripartite motif containing 38	20	2021-10-14T03:11:41Z	1049831029
6486	ATP5H	5028	2022-03-13T19:44:00Z	1039408782
6487	UBE2E3	7177	2022-03-11T23:05:00Z	1045914059
6488	Peroxisomal membrane protein PMP34	5101	2022-03-15T12:38:42Z	1045784417
6489	Sodium/hydrogen exchanger 6	4652	2022-03-15T12:38:42Z	997601640
6490	EIF3M	4563	2022-03-11T23:07:37Z	1040937078
6491	HOXB13	8841	2022-03-11T23:05:00Z	1041643738
6492	NXF1	9839	2022-03-13T19:42:49Z	1043646853
6493	SEC23B	3886	2022-03-11T23:05:33Z	1044800435
6494	SEC23A	7368	2022-03-11T23:05:06Z	1076044001
6495	CAP2	2390	2022-03-11T23:07:39Z	994497514
6496	CAP1	6777	2022-03-11T23:05:02Z	1051667810
6497	CREB3	8491	2022-03-11T23:05:00Z	1040148895
6498	LRRC41	3948	2022-03-11T23:05:20Z	1042919229
6499	VTI1B	7293	2022-03-11T23:05:02Z	1045956767
6500	Cartilage associated protein	6362	2022-03-11T23:01:09Z	1040397661
6501	SYNCRIP	16010	2022-03-11T23:04:57Z	1032325643
6502	VAT1	4156	2022-03-11T23:05:33Z	1072677813
6503	STK25	5148	2022-03-11T23:05:33Z	1044839496
6504	ENOX2	15394	2022-03-11T23:05:00Z	1040942213
6505	UNC13B	9468	2022-03-11T23:05:01Z	1045921356
6506	CARM1	6233	2022-03-13T19:40:30Z	1003719116
6507	Nuclear receptor coactivator 2	18851	2022-03-11T23:00:57Z	1043772656
6508	SEMA6C	3598	2022-03-11T23:07:37Z	1044801613
6509	SEMA4F	4940	2022-03-11T23:05:06Z	1044801487
6510	SEMA4D	10158	2022-03-19T20:55:01Z	1044801451
6511	SEMA4B	3701	2022-03-11T23:05:29Z	1044801322
6512	SEMA3C	4773	2022-03-11T23:05:02Z	1044801211
6513	APPBP2	4502	2022-03-11T23:05:33Z	1039396594
6514	MYBBP1A	6875	2022-03-11T23:04:59Z	1069487116
6515	FBLN5	10707	2022-03-11T23:04:57Z	1045394635
6516	FBXW10	3499	2022-03-11T23:07:39Z	1071497180
6517	CIB1	9832	2022-03-11T23:04:56Z	1040129185
6518	DDX17	8602	2022-03-11T23:04:57Z	994321590
6519	KAT5	24509	2022-03-11T23:04:53Z	1064662843
6520	HYOU1	8043	2022-03-11T23:04:59Z	1041657255
6521	IPO8	4270	2022-03-11T23:35:47Z	1048102749
6522	IPO7	8393	2022-03-11T23:05:02Z	1042050066
6523	NOL5A	7957	2022-03-11T23:05:00Z	1043638068
6524	Nebulette	9033	2022-03-11T23:01:25Z	997845230
6525	PITRM1	19605	2022-03-11T23:05:17Z	1043935171
6526	ATG7	7477	2022-03-11T23:05:33Z	1075868666
6527	RNASEH2A	4705	2022-03-11T23:22:13Z	1044565536
6528	LEPREL2	2608	2022-03-11T23:07:39Z	1042910056
6529	Ubiquitin D	8669	2022-03-11T23:04:57Z	1045929623
6530	BATF (gene)	6866	2022-03-11T23:05:17Z	991844978
6531	GLRX3	3668	2022-03-20T16:25:59Z	1041378355
6532	DCTN2	8760	2022-03-14T15:38:54Z	1077108650
6533	ANP32B	4949	2022-03-11T23:05:05Z	1039392029
6534	HBXIP	5720	2022-03-11T23:05:06Z	1032127181
6535	Endothelial protein C receptor	9249	2022-03-19T20:55:01Z	1023569588
6536	PRDX4	4708	2022-03-11T23:05:29Z	997284723
6537	ARL6IP5	8524	2022-03-11T23:04:57Z	1039400337
6538	AGR2	24560	2022-03-11T23:05:00Z	1039382648
6539	ARPC1A	4768	2022-03-11T23:05:20Z	1039401100
6540	HTATIP2	7185	2022-03-11T23:04:58Z	1041655156
6541	AGPAT1	5601	2022-03-11T23:05:05Z	1075863993
6542	AGPAT2	6847	2022-03-11T23:05:01Z	994448508
6543	RPP30	5406	2022-03-11T23:05:05Z	1044574714
6544	RPP38	4677	2022-03-11T23:05:05Z	1044574736
6545	SPTLC1	7342	2022-03-11T23:05:00Z	1044832410
6546	CMP-sialic acid transporter	5202	2022-03-15T12:38:42Z	1040138821
6547	Thiamine transporter 1	16303	2022-03-15T12:38:42Z	1011304239
6548	Olfactomedin 4	3807	2022-03-11T23:54:04Z	997382371
6549	CXCL13	3705	2022-03-11T22:57:15Z	1039809853
6550	ARFGEF2	8673	2022-03-11T23:05:00Z	1039398214
6551	ARFGEF1	10183	2022-03-11T23:05:02Z	1039398147
6552	AKAP3	8040	2022-03-11T23:05:06Z	1032054300
6553	RABAC1	8729	2022-03-11T23:05:02Z	994732548
6554	Sodium-dependent phosphate transport protein 2B	4858	2022-03-15T12:38:42Z	1045369267
6555	SLU7	3945	2022-03-11T23:07:37Z	1044817396
6556	DPYSL4	3218	2022-03-11T23:07:37Z	1040794539
6557	SIVA1	7939	2022-03-11T23:05:00Z	1073041890
6558	MRPL28	5253	2022-03-11T23:05:17Z	1043233453
6559	CCT7	6271	2022-03-11T23:05:02Z	1053697074
6560	CCT4	6631	2022-03-11T23:05:02Z	1075125718
6561	CCT2 (gene)	6453	2022-03-11T23:05:06Z	1053697043
6562	GNLY	20240	2022-03-11T23:04:57Z	1071757822
6563	Granulysin	35	2022-02-14T06:10:27Z	902999968
6564	TACC2	6173	2022-03-11T23:05:01Z	1045637455
6565	SORBS1	15867	2022-03-11T23:04:57Z	1044826065
6566	Interferon-induced transmembrane protein 2	2939	2022-03-11T23:46:32Z	1032229663
6567	Collectin-10	1485	2022-03-11T23:00:12Z	1048000831
6568	POMT1	9416	2022-03-11T23:05:02Z	1043945889
6569	MAB21L2	1290	2022-03-11T23:40:15Z	950884091
6570	DRAP1	9954	2022-03-11T23:05:00Z	1040794708
6571	Secretagogin	3377	2022-03-11T23:05:29Z	997893277
6572	SMC2	5136	2022-03-11T23:07:39Z	1044819075
6573	PRPF8	10403	2022-03-11T23:04:12Z	1043961156
6574	AHSA1	4991	2022-03-11T23:05:29Z	1039383207
6575	Solute carrier organic anion transporter family member 1B1	9275	2022-03-15T12:38:42Z	992430350
6576	USP16	5648	2022-03-11T23:05:05Z	1075843624
6577	CDC42EP3	7040	2022-03-11T23:05:00Z	1040114628
6578	SH2B2	8136	2022-03-11T23:05:01Z	1032257839
6579	PAIP1	4657	2022-03-11T23:05:29Z	1043907221
6580	TBL3	3309	2022-03-11T23:07:39Z	1045643578
6581	MXD4	4797	2022-03-11T23:05:17Z	993719770
6582	SC65	3387	2022-03-11T23:07:37Z	1044794865
6583	ST6GALNAC2	3503	2022-03-11T23:07:39Z	1044835434
6584	PDLIM5	11071	2022-03-11T23:04:57Z	1073254213
6585	TRIM3	4292	2022-03-11T23:05:33Z	1032046940
6586	ERLIN1	3354	2022-03-11T23:05:33Z	1040947033
6587	HEXIM1	8627	2022-03-11T23:04:57Z	1041617795
6588	Sperm-associated antigen 5	5614	2022-03-11T23:05:00Z	1045401319
6589	RBCK1	6206	2022-03-11T23:05:29Z	997649261
6590	STAMBP	9437	2022-03-11T23:04:57Z	1032166855
6591	TGOLN2	4523	2022-03-11T23:05:06Z	1045653054
6592	ARID3B	2147	2022-03-11T23:05:00Z	991836882
6593	POLR3F	8439	2022-03-11T23:05:17Z	995191586
6594	POLR3G	8605	2022-03-11T23:38:44Z	1032033748
6595	POLR3C	5487	2022-03-11T23:05:29Z	1003722264
6596	IVNS1ABP	3802	2022-03-11T23:07:39Z	1042059938
6597	TRIM16	4040	2022-03-11T23:05:33Z	1045673856
6598	MRCL3	3235	2022-03-11T23:07:37Z	1043231660
6599	TXNIP	8019	2022-03-11T23:04:57Z	1045684525
6600	TAF6L	5774	2022-03-11T23:05:20Z	1032153155
6601	PDPN	13300	2022-03-11T23:04:57Z	1032042686
6602	Periostin	19423	2022-03-11T23:05:01Z	1042497143
6603	ATP5L	6284	2022-03-13T19:43:44Z	1039408969
6604	GAS2L1	4234	2022-03-11T23:05:29Z	1041371487
6605	RGS14	9645	2022-03-11T23:05:06Z	1044556854
6606	Left-right determination factor 1	1206	2022-03-11T23:48:07Z	1062668896
6607	EXOC5	6047	2022-03-11T23:05:06Z	1040949474
6608	NPRL2	2956	2022-03-11T23:07:37Z	994645439
6609	IGF2BP1	8810	2022-03-11T23:04:56Z	1025827480
6610	IGF2BP3	6913	2022-03-11T23:04:59Z	1042039414
6611	IGF2BP2	4729	2022-03-11T23:05:29Z	1042039303
6612	CAMKK2	15046	2022-03-11T23:05:06Z	1032169392
6613	SCGB1D2	4284	2022-03-11T23:07:37Z	997619429
6614	YKT6	7874	2022-03-11T23:05:00Z	1056384104
6615	SPINT2	9108	2022-03-11T23:04:56Z	1053700602
6616	Phosphomevalonate kinase	1927	2022-03-13T19:38:53Z	1012851000
6617	KHDRBS3	12124	2022-03-11T23:05:01Z	1052112300
6618	KHDRBS1	21985	2022-03-11T23:04:08Z	1044159198
6619	CUGBP1	17781	2022-03-11T23:04:57Z	1040158289
6620	CUGBP2	8570	2022-03-11T23:04:58Z	1040158384
6621	LBX1	3097	2022-03-11T23:07:39Z	1042909288
6622	KLF1	8569	2022-03-11T23:01:55Z	991593525
6623	CXCR6	9196	2022-03-19T20:55:01Z	1040160780
6624	CTCF	25206	2022-03-11T22:57:59Z	1073717194
6625	TSBP1	19718	2022-03-11T23:07:39Z	1045680305
6626	CD226	9685	2022-03-19T20:55:01Z	1075723938
6627	FARS2	10838	2022-03-11T23:07:37Z	1063705325
6628	Cell growth regulator with EF-hand domain 1	1528	2022-03-11T23:51:58Z	995892803
6629	RRAGA	4766	2022-03-11T23:05:33Z	1032981189
6630	GNA13	17393	2022-03-11T23:06:11Z	1041379389
6631	B-cell activating factor	25537	2022-03-19T20:55:01Z	1062191269
6632	CSPG5	3731	2022-03-11T23:07:37Z	1040154902
6633	B3GNT2	5545	2022-03-11T23:05:06Z	1039887428
6634	GNB5	9620	2022-03-11T23:04:57Z	1041380683
6635	Emopamil binding protein	3414	2022-03-11T22:54:21Z	1071659073
6636	DLL3	7120	2022-03-11T23:05:29Z	1040774730
6637	CLDN16	13443	2022-03-11T23:05:02Z	1041365462
6638	PNMA2	3613	2022-03-11T23:05:29Z	1043942650
6639	FUT9	5978	2022-03-11T23:05:05Z	1041185280
6640	GMEB1	6868	2022-03-11T23:05:00Z	1003875619
6641	RRH	4457	2022-03-11T23:04:29Z	1062670498
6642	CCT6B	3773	2022-03-11T23:07:37Z	1040097899
6643	CCT8	6653	2022-03-11T23:05:00Z	1075837858
6644	CORIN	16994	2022-03-11T23:05:20Z	1074502949
6645	USP39	5196	2022-03-11T23:05:20Z	1045925843
6646	POLD3	5893	2022-03-11T23:05:20Z	1032079370
6647	Ceramide synthase 1	7964	2022-03-11T23:38:15Z	1040437892
6648	TBR1	27202	2022-03-11T23:14:29Z	1045643858
6649	AP4B1	5392	2022-03-11T23:05:29Z	1039393626
6650	Neuregulin 3	20148	2022-03-11T23:10:08Z	1047013992
6651	POLQ	12932	2022-03-11T23:05:00Z	1074974542
6652	SLC12A7	3684	2022-03-15T12:38:42Z	1045771184
6653	Protein O-GlcNAcase	18099	2022-03-13T20:14:04Z	1059523568
6654	NFAT5	16565	2022-03-11T23:04:56Z	1076192752
6655	NUDC	8303	2022-03-11T23:04:58Z	1032165232
6656	PTGES3	8415	2022-03-11T23:04:13Z	1032276189
6657	YME1L1	7820	2022-03-11T23:05:33Z	1002297506
6658	PLK4	17955	2022-03-11T23:05:17Z	1043940636
6659	STAG3 (gene)	5156	2022-03-11T23:37:21Z	1044836027
6660	STAG2	3611	2022-03-11T23:05:02Z	997793304
6661	SIX2	2873	2022-03-11T23:07:39Z	1044810979
6662	RBBP9	3207	2022-03-11T23:05:33Z	994775068
6663	RAI2	3297	2022-03-11T23:07:39Z	1044542014
6664	RAI1	757	2022-03-13T19:39:27Z	955404378
6665	MAP3K2	12845	2022-03-11T23:04:59Z	1025214446
6666	MASP2 (protein)	11023	2022-03-11T22:53:17Z	1016916605
6667	KIF1C	8549	2022-03-11T23:05:33Z	1032148481
6668	GRAP	4986	2022-03-11T23:05:33Z	1032071641
6669	CHL1	6692	2022-03-11T22:59:37Z	1040126322
6670	CAPN9	4381	2022-03-11T23:07:39Z	1040087945
6671	GIPC1	15558	2022-03-11T23:04:56Z	1042662945
6672	TRAF3IP2	6248	2022-03-11T23:05:05Z	1045670403
6673	PLAC1	27918	2022-03-11T23:05:20Z	1047959563
6674	Nucleoporin 50	5742	2022-03-19T23:18:49Z	1043778495
6675	Nestin (protein)	15613	2022-03-11T22:55:33Z	1032328894
6676	JARID1B	8501	2022-03-20T21:51:42Z	1042736057
6677	TOB2	3966	2022-03-11T23:05:33Z	1045664666
6678	HBS1 like translational GTPase	5674	2022-03-11T23:52:43Z	1041610365
6679	AHCYL1	5257	2022-03-11T23:05:06Z	1039383020
6680	PLK2	5781	2022-03-11T23:05:05Z	1043940233
6681	ZMYND11	8160	2022-03-11T23:05:02Z	1032337158
6682	FUSIP1	8126	2022-03-11T23:04:59Z	1041184895
6683	POP4 (gene)	3255	2022-03-11T23:07:37Z	1017652655
6684	ARPP-19	3137	2022-03-11T23:07:37Z	1040179264
6685	ARPP-21	3435	2022-03-11T23:07:39Z	1075868629
6686	Zinc finger protein 266	3444	2022-03-11T23:44:07Z	1001748539
6687	ZNF274	4345	2022-03-11T23:05:29Z	1046195331
6688	NEK6	8919	2022-03-11T23:05:00Z	1032228746
6689	WDR4	4023	2022-03-11T23:05:33Z	1075843550
6690	SLC17A3	4183	2022-03-15T12:38:42Z	1044813611
6691	NCKAP1	7878	2022-03-11T23:05:00Z	1032295151
6692	IQGAP2	5809	2022-03-11T23:05:29Z	983031086
6693	VAMP5	1794	2022-03-13T19:49:27Z	994945091
6694	ZNF268	2955	2022-03-11T23:07:37Z	1046195291
6695	MTHFD2	6092	2022-03-11T23:05:29Z	1043239934
6696	OR5I1	2905	2022-03-11T23:05:06Z	1043800636
6697	RPP40	1411	2022-03-11T23:05:00Z	995420243
6698	Cysteinyl leukotriene receptor 1	25326	2022-03-11T23:04:29Z	1053697437
6699	SEPT9	12934	2022-03-14T12:08:33Z	1077076305
6700	SEC24A	7472	2022-03-11T23:28:48Z	1075476587
6701	CCR9	8151	2022-03-19T20:55:01Z	1040097243
6702	GJB6	18513	2022-03-11T23:04:50Z	1041377398
6703	SDCCAG8	3844	2022-03-11T23:07:37Z	1044798332
6704	HSPH1	7286	2022-03-11T23:04:58Z	1041654285
6705	STARD10	4617	2022-03-11T23:07:39Z	997371783
6706	WASF3	6200	2022-03-11T23:05:00Z	1046065797
6707	NOXA1	3616	2022-03-11T23:07:37Z	1032173063
6708	UTP14A	4595	2022-03-11T23:05:20Z	1045926864
6709	CPLX2	9279	2022-03-11T23:04:59Z	1040146532
6710	CPLX1	6470	2022-03-11T23:05:06Z	1032055541
6711	FRS3	6099	2022-03-11T23:05:05Z	1041184025
6712	FRS2	15849	2022-03-11T23:04:13Z	1041183977
6713	NEU3	8997	2022-03-11T23:05:00Z	1043629252
6714	FAM114A2	5796	2022-03-11T23:07:39Z	1041166529
6715	Zinc finger protein 275	535	2022-03-11T23:47:33Z	1002821337
6716	ALDH1L1	4661	2022-03-11T23:07:37Z	1039386310
6717	PPP1R17	2240	2022-03-11T23:07:39Z	1043950469
6718	TUBGCP2	6219	2022-03-11T23:05:17Z	1045683389
6719	ClpX	5746	2022-03-11T23:42:59Z	1040558869
6720	PDE10A	7733	2022-03-11T23:05:20Z	1045783141
6721	SRCAP	5317	2022-03-11T23:05:06Z	1044832732
6722	PPP1R13L	6711	2022-03-11T23:05:00Z	1032213760
6723	CD3EAP	4650	2022-03-11T23:05:20Z	1040105139
6724	C-c motif chemokine ligand 27	7201	2022-03-13T20:34:41Z	997364637
6725	Heparanase	14658	2022-03-11T23:04:24Z	1057534968
6726	RUVBL2	9749	2022-03-11T23:04:12Z	1032179156
6727	PGRMC1	16970	2022-03-11T23:05:05Z	1053699483
6728	CYP46A1	40	2021-12-31T19:33:44Z	935776696
6729	LILRB1	9029	2022-03-19T20:55:01Z	1032062795
6730	ADAM28	4924	2022-03-11T23:05:33Z	1028761517
6731	SLC22A7	4071	2022-03-15T12:38:42Z	1044814689
6732	Tetraspanin 9	3219	2022-03-11T23:53:31Z	993858025
6733	USP20	15393	2022-03-11T23:05:33Z	1032249030
6734	USP19	659	2022-03-11T23:46:28Z	905375640
6735	HCST (gene)	5073	2022-03-11T23:05:17Z	1068951941
6736	CD300C	2529	2022-03-11T23:07:39Z	998893999
6737	FGL2	13250	2022-03-11T23:05:05Z	1041176157
6738	CFHR4	4901	2022-03-11T23:07:39Z	1040123598
6739	CFHR3	3966	2022-03-11T23:05:33Z	1040123567
6740	ACTL7A	4186	2022-03-11T23:07:37Z	1039378066
6741	C1QL1	7197	2022-03-14T16:52:20Z	1077121871
6742	MRPS30	5411	2022-03-11T23:05:17Z	1043234367
6743	WDR3	8729	2022-03-11T23:07:37Z	1046067339
6744	Neuropeptide FF receptor 2	4420	2022-03-11T23:04:29Z	1043693909
6745	Prokineticin receptor 1	4275	2022-03-11T23:04:29Z	1044394165
6746	GPR83	2503	2022-03-11T23:04:35Z	1067459180
6747	RAB10	3980	2022-03-11T23:05:20Z	1044534352
6748	PPARGC1A	26804	2022-03-11T23:04:04Z	1058593457
6749	Pparg coactivator 1 alpha	4632	2022-03-11T23:56:30Z	995736858
6750	MALT1	24040	2022-03-11T23:06:10Z	1062044640
6751	MMP24	4763	2022-03-11T23:05:33Z	1043228425
6752	LYVE1	9822	2022-03-11T23:05:05Z	999151707
6753	YIF1A	19404	2022-03-14T15:34:12Z	1077107903
6754	CPSF4	6151	2022-03-11T23:05:06Z	1040147265
6755	Jumping translocation breakpoint	6631	2022-03-13T19:46:09Z	1042794358
6756	RUNDC3A	3392	2022-03-11T23:07:37Z	1032063141
6757	DHRS4	4611	2022-03-11T23:07:39Z	1040771414
6758	BRD8	8729	2022-03-11T23:04:59Z	1039898600
6759	BLCAP	10673	2022-03-11T23:07:37Z	1064770986
6760	MAN1A2	9041	2022-03-11T23:07:39Z	1043205664
6761	TRAFD1	10798	2022-03-11T23:07:39Z	1045670952
6762	TXNL4A	4022	2022-03-11T23:05:33Z	997199130
6763	Neuropathy target esterase	16528	2022-03-11T23:26:09Z	1043693646
6764	SUGT1	4802	2022-03-11T23:05:20Z	1044841714
6765	Urotensin-II	20566	2022-03-13T19:38:50Z	1045948787
6766	GADD45G	24960	2022-03-11T23:04:57Z	1041370209
6767	Ectodysplasin A receptor	15248	2022-03-11T23:05:00Z	1061957489
6768	PAPOLA	7103	2022-03-11T23:05:01Z	1045196948
6769	Transcription elongation regulator 1	9634	2022-03-11T23:04:58Z	1045829525
6770	MAGED2	6254	2022-03-11T23:05:20Z	1043204138
6771	EHMT2	14571	2022-03-11T23:04:58Z	1069612839
6772	COPS8	9356	2022-03-11T23:04:58Z	1040142113
6773	RNPS1	9649	2022-03-11T23:04:57Z	1044572049
6774	FASTK	5918	2022-03-11T23:05:05Z	1041170109
6775	SUB1	9946	2022-03-11T23:04:57Z	1044841549
6776	DBF4	7735	2022-03-11T23:04:59Z	1040764696
6777	SPIN1	4307	2022-03-11T23:05:06Z	1044830389
6778	RALBP1	10008	2022-03-11T23:04:56Z	997364337
6779	APOBEC2	4404	2022-03-11T23:05:20Z	1075864321
6780	MORF4L1	8186	2022-03-11T23:04:57Z	1043230087
6781	PRDX3	9834	2022-03-11T23:04:57Z	1043955202
6782	GPR75	2352	2022-03-11T23:04:29Z	1033075296
6783	EHD1	10392	2022-03-11T23:04:59Z	1040934463
6784	AFG3L2	7006	2022-03-11T23:29:04Z	1070744825
6785	POP1 (gene)	6474	2022-03-11T23:05:00Z	1043946520
6786	UGT2A1	4416	2022-03-11T23:21:36Z	1066330168
6787	Small acidic protein	2509	2022-03-11T23:07:39Z	1032194464
6788	KDELR1	14400	2022-03-11T23:05:05Z	1042812301
6789	SF3A3	7981	2022-03-11T23:04:57Z	1044804373
6790	Star related lipid transfer domain containing 3	12161	2022-03-11T23:56:33Z	1045425275
6791	HNRNPA0	4898	2022-03-11T23:05:06Z	1041640597
6792	BTG3	6124	2022-03-11T23:05:29Z	1075838083
6793	CBX1	14654	2022-03-11T23:01:01Z	1040091012
6794	SEC61B	7095	2022-03-11T23:04:59Z	1044800656
6795	TOMM34	5223	2022-03-11T23:05:05Z	1045665170
6796	SERINC3	8518	2022-03-11T23:05:29Z	1044802603
6797	OS9 (gene)	10597	2022-03-11T23:05:17Z	1032059464
6798	PNRC1	3969	2022-03-11T23:07:37Z	1043943084
6799	TMED2	4565	2022-03-11T23:05:33Z	1032112051
6800	LMAN2	3604	2022-03-11T23:05:33Z	1042915022
6801	ERP29	7276	2022-03-11T23:05:00Z	1053697677
6802	Hop (protein)	15620	2022-03-11T22:41:52Z	1032309738
6803	ACOT2	12389	2022-03-11T23:05:17Z	1053696260
6804	EBNA1BP2	5136	2022-03-11T23:05:05Z	1040930697
6805	CKAP4	12404	2022-03-11T23:05:01Z	997886302
6806	YWHAQ	16405	2022-03-11T23:04:42Z	1046179263
6807	TMED10	7007	2022-03-11T23:05:00Z	1045659186
6808	ASCC3	4542	2022-03-11T23:05:29Z	1075864833
6809	UQCR11	4795	2022-03-11T23:21:08Z	1024789726
6810	FERMT2	7274	2022-03-11T23:12:07Z	1068583996
6811	COPS6	9911	2022-03-11T23:04:12Z	1040141964
6812	MAPRE2	7428	2022-03-11T23:04:57Z	1043211540
6813	CCNI (gene)	3298	2022-03-11T23:07:39Z	1040095617
6814	GCN1L1	4353	2022-03-11T23:05:29Z	1041373934
6815	COP9 constitutive photomorphogenic homolog subunit 5	12344	2022-03-11T23:04:53Z	1033181075
6816	METAP2	26037	2022-03-11T23:04:13Z	1075398488
6817	IMMT	10323	2022-03-11T23:04:59Z	1076513043
6818	LILRB5	3360	2022-03-11T23:07:39Z	1042913662
6819	Sodium-coupled neutral amino acid transporter 3	5542	2022-03-15T12:38:42Z	1045369158
6820	SF3B2	11164	2022-03-11T23:04:58Z	1044804583
6821	SLC27A5	4069	2022-03-11T23:07:37Z	1044815282
6822	Long-chain fatty acid transport protein 4	4770	2022-03-15T12:38:42Z	1043140995
6823	SLC27A3	3448	2022-03-15T12:38:42Z	1044815214
6824	Very long-chain acyl-CoA synthetase	5477	2022-03-15T12:38:42Z	1045772648
6825	KIF2C	6932	2022-03-11T23:04:59Z	1042816765
6826	LEKTI	10154	2022-03-11T23:04:58Z	993875162
6827	LILRB4	12148	2022-03-19T20:55:01Z	1042913631
6828	CCDC85B	5188	2022-03-11T23:05:29Z	1032046633
6829	Interleukin 24	16399	2022-03-11T22:55:57Z	1057613503
6830	GLIPR1	11952	2022-03-11T23:05:29Z	1041377982
6831	TLK2	8559	2022-03-11T23:05:33Z	1066285879
6832	KLK11	7793	2022-03-11T23:04:59Z	1061824439
6833	TMSB15A	3963	2022-03-11T23:21:30Z	1045661630
6834	KDELR2	5316	2022-03-11T23:05:17Z	1042812354
6835	KDELR3	4056	2022-03-11T23:07:37Z	1042812388
6836	ATF7	5614	2022-03-11T23:05:17Z	1032222288
6837	TMED1	2955	2022-03-11T23:07:39Z	1045659078
6838	LIAS (gene)	3228	2022-03-11T23:54:27Z	1042912591
6839	Intraflagellar transport 27	756	2022-03-11T23:55:51Z	897955701
6840	RAB35	2487	2022-03-11T23:07:37Z	1032265219
6841	TDRKH	2945	2022-03-11T23:07:37Z	1045647870
6842	VAX1	7150	2022-03-11T23:07:39Z	1050459673
6843	LILRA1	3968	2022-03-11T23:36:38Z	1042913271
6844	LILRB3	5752	2022-03-19T20:55:02Z	1042913511
6845	LILRA3	5815	2022-03-19T20:55:02Z	997189480
6846	LILRA2	5557	2022-03-19T20:55:02Z	1042913338
6847	RBPMS	4729	2022-03-11T23:05:00Z	1044550805
6848	RAB31	3548	2022-03-11T23:07:37Z	1032051842
6849	Centaurin, alpha 1	14327	2022-03-11T23:04:58Z	1032298940
6850	Destrin	3953	2022-03-13T19:35:04Z	1032211040
6851	RIPK3	5970	2022-03-11T23:05:06Z	1044562317
6852	GTF2A1L	6260	2022-03-11T23:05:05Z	1041392756
6853	PIM2 (gene)	15677	2022-03-11T23:05:29Z	1043933610
6854	B3GNT1	3042	2022-03-11T23:07:39Z	1039887365
6855	MID2	6003	2022-03-11T23:05:17Z	1043223648
6856	UPK1A	5612	2022-03-11T23:05:06Z	1045922494
6857	ADRM1	13774	2022-03-11T23:05:05Z	1039381974
6858	NUDT21	10260	2022-03-11T23:04:58Z	1043645478
6859	CPSF6	7366	2022-03-11T23:05:06Z	1032319929
6860	OGFr	13126	2022-03-13T19:43:44Z	1043794717
6861	DDX52	3007	2022-03-11T23:07:37Z	1040768244
6862	ABHD2	9085	2022-03-11T23:07:37Z	1039374054
6863	WWP1	10914	2022-03-11T23:04:58Z	1032324256
6864	WWP2	9853	2022-03-11T23:05:05Z	1032102414
6865	LECT1	5734	2022-03-11T23:05:29Z	1053698769
6866	SOX30	2827	2022-03-11T23:39:23Z	951512681
6867	CNTRL	5108	2022-03-11T23:05:17Z	1040139818
6868	UBE2C	6416	2022-03-11T23:05:05Z	1045913564
6869	Protein DEPP	3026	2022-03-11T23:05:05Z	1032291946
6870	RAPGEF4	22172	2022-03-11T23:05:00Z	1044544879
6871	TOPBP1	12150	2022-03-11T23:04:56Z	1053701085
6872	TRIM31	4434	2022-03-11T23:05:20Z	1045674941
6873	STMN2	7207	2022-03-11T23:05:00Z	994742333
6874	TPPP	7943	2022-03-11T23:05:05Z	1045668401
6875	TRIOBP	6662	2022-03-11T23:05:01Z	1045675924
6876	DNAJB4	3656	2022-03-11T23:05:33Z	1040780403
6877	Keratocan	6145	2022-03-11T23:05:00Z	1042841168
6878	ESM1	5469	2022-03-11T23:05:20Z	1040947879
6879	DIDO1	6675	2022-03-11T23:05:01Z	1040772576
6880	WDR5	8980	2022-03-11T23:05:01Z	1046067876
6881	ADAMTS13	12187	2022-03-11T22:45:38Z	1039379442
6882	ADAMTS8	4421	2022-03-11T23:05:29Z	1039379655
6883	ADAMTS5	12243	2022-03-11T22:43:18Z	1075837832
6884	NUPL2	6568	2022-03-19T23:19:07Z	1043646524
6885	PRSS23	7442	2022-03-11T23:05:06Z	1043961611
6886	PTPN21	5916	2022-03-11T23:07:39Z	1043968755
6887	HNRPUL1	8209	2022-03-11T23:04:58Z	1041642280
6888	RPP14	6801	2022-03-11T23:05:05Z	1044574651
6889	KRR1	5424	2022-03-11T23:05:01Z	1042823823
6890	KATNA1	4432	2022-03-11T23:05:20Z	1042805434
6891	3-hydroxyisobutyrate dehydrogenase	6153	2022-03-13T19:42:43Z	1040190625
6892	Citron kinase	18547	2022-03-11T23:05:00Z	1040535826
6893	FGFR1OP	5070	2022-03-11T23:05:20Z	994433067
6894	EMILIN1	7415	2022-03-11T23:05:06Z	1040940645
6895	Butyrophilin, subfamily 3, member A1	3290	2022-03-11T23:07:37Z	1075866247
6896	PTPRT	21292	2022-03-11T23:05:17Z	1043971132
6897	RCAN3	4562	2022-03-11T23:07:39Z	1044551092
6898	FAF1	7253	2022-03-11T23:04:57Z	1041166287
6899	CD160	8055	2022-03-19T20:55:02Z	1040099175
6900	KIF3A	8782	2022-03-11T23:04:59Z	1042816875
6901	SFRS16	4104	2022-03-11T23:05:29Z	1044805072
6902	ZWINT	6531	2022-03-14T15:32:08Z	1077107571
6903	CAPN10	10501	2022-03-11T23:04:09Z	993075595
6904	Kaptin (actin binding protein)	10680	2022-03-11T23:05:20Z	1032270801
6905	CDC42EP1	7479	2022-03-11T23:05:06Z	1040114541
